,R_0,R_hsb,R_s,R_q,Abs_Benefit,Rel_Benefit,NNQ,obs_to_iso_q,Abs_Benefit_per_Qday,ks,d_inf,pi_t_triangle_center,T_lat_offset,dispersion,Setting,disease,Rel_Benefit_per_Qday,R0_Rs,R0_Rq
6093,3.63,2.704,1.645,1.26,0.385,0.234,2.6,2.823,0.136,0.188,24.728,0.079,-0.398,1,HR,MERS,0.083,1.985,2.37
6094,4.852,3.753,2.47,1.387,1.083,0.439,1,3.463,0.313,0.092,13.559,0.722,-1.921,1,HR,MERS,0.127,2.382,3.466
6095,4.501,3.69,2.761,1.568,1.193,0.432,1,3.193,0.374,0.104,17.634,0.046,-1.266,1,HR,MERS,0.135,1.741,2.933
6096,2.794,2.383,1.686,1.094,0.592,0.351,1.689,2.894,0.205,0.096,17.851,0.136,-1.617,1,HR,MERS,0.121,1.108,1.7
6097,2.424,1.954,1.287,0.815,0.472,0.367,2.119,2.993,0.158,0.059,18.073,0.154,-1.115,1,HR,MERS,0.123,1.137,1.609
6098,3.64,2.81,2.047,1.212,0.835,0.408,1.197,3.119,0.268,0.05,18.609,0.136,-1.092,1,HR,MERS,0.131,1.593,2.428
6099,3.306,2.547,1.627,1.095,0.532,0.327,1.88,2.889,0.184,0.111,19.786,0.27,-1.286,1,HR,MERS,0.113,1.679,2.211
6100,3.85,2.909,1.983,1.122,0.861,0.434,1.161,3.435,0.251,0.094,13.6,0.098,-0.519,1,HR,MERS,0.126,1.866,2.728
6101,4.612,3.67,2.614,1.386,1.228,0.47,1,3.305,0.372,0.116,14.594,0.028,-0.629,1,HR,MERS,0.142,1.998,3.226
6102,1.6,1.407,0.933,0.537,0.396,0.425,2.522,2.918,0.136,0.095,15.107,0.444,-2.103,1,HR,MERS,0.146,0.667,1.063
6103,2.932,2.467,1.849,1.006,0.843,0.456,1.186,2.906,0.29,0.078,16.959,0.041,-1.215,1,HR,MERS,0.157,1.083,1.926
6104,3.604,3.009,2.097,1.18,0.917,0.437,1.09,3.135,0.293,0.102,17.052,0.201,-1.704,1,HR,MERS,0.14,1.507,2.424
6105,1.992,1.525,1.073,0.552,0.521,0.485,1.92,3.563,0.146,0.096,14.713,0.476,-1.754,1,HR,MERS,0.136,0.919,1.44
6106,2.889,2.457,1.847,1.218,0.629,0.34,1.591,2.746,0.229,0.129,17.094,0.17,-2.082,1,HR,MERS,0.124,1.042,1.671
6107,2.057,1.705,1.236,0.713,0.523,0.423,1.911,3.189,0.164,0.107,14.721,0.748,-2.945,1,HR,MERS,0.133,0.821,1.344
6108,2.703,1.96,1.297,0.803,0.494,0.381,2.025,3.492,0.141,0.081,14.544,0.674,-1.564,1,HR,MERS,0.109,1.406,1.9
6109,3.263,2.608,1.751,1.044,0.707,0.404,1.414,3.115,0.227,0.074,17.119,0.215,-1.391,1,HR,MERS,0.13,1.511,2.219
6110,1.026,0.836,0.658,0.293,0.365,0.555,2.741,3.036,0.12,0.107,16.835,0.383,-2.176,1,HR,MERS,0.183,0.368,0.733
6111,2.097,1.659,1.156,0.606,0.55,0.475,1.819,3.36,0.164,0.097,13.984,0.148,-0.858,1,HR,MERS,0.142,0.941,1.491
6112,4.151,3.303,2.271,1.275,0.996,0.439,1.004,3.269,0.305,0.084,16.732,0.514,-2.087,1,HR,MERS,0.134,1.88,2.876
6113,4.881,3.965,2.773,1.623,1.15,0.415,1,3.239,0.355,0.081,16.783,0.421,-2,1,HR,MERS,0.128,2.109,3.259
6114,4.032,2.57,1.475,0.978,0.497,0.337,2.013,3.709,0.134,0.181,14.323,0.312,-0.183,1,HR,MERS,0.091,2.558,3.054
6115,4.398,3.215,2.175,1.157,1.019,0.468,1,3.542,0.288,0.068,14.85,0.229,-0.651,1,HR,MERS,0.132,2.222,3.241
6116,1.674,1.292,0.879,0.476,0.403,0.459,2.481,3.35,0.12,0.079,14.274,0.666,-1.962,1,HR,MERS,0.137,0.795,1.198
6117,4.671,3.691,2.509,1.651,0.859,0.342,1.165,3.194,0.269,0.067,19.204,0.14,-1.112,1,HR,MERS,0.107,2.161,3.02
6118,4.777,3.692,2.558,1.599,0.959,0.375,1.043,2.967,0.323,0.082,20.619,0.097,-1.021,1,HR,MERS,0.126,2.219,3.178
6119,4.982,3.683,2.435,1.514,0.921,0.378,1.086,3.222,0.286,0.071,17.435,0.464,-1.63,1,HR,MERS,0.117,2.547,3.468
6120,2.492,1.795,1.104,0.643,0.461,0.417,2.17,3.488,0.132,0.097,13.713,0.522,-1.002,1,HR,MERS,0.12,1.388,1.849
6121,2.556,2.092,1.6,0.888,0.712,0.445,1.405,3.039,0.234,0.082,17.031,0.155,-1.53,1,HR,MERS,0.146,0.956,1.668
6122,1.114,0.931,0.633,0.338,0.295,0.466,3.39,3.202,0.092,0.079,15.06,0.275,-1.565,1,HR,MERS,0.146,0.482,0.776
6123,1.692,1.189,0.704,0.506,0.197,0.28,5.066,3.09,0.064,0.094,15.428,0.602,-1.267,1,HR,MERS,0.091,0.989,1.186
6124,1.088,0.815,0.51,0.318,0.192,0.377,5.196,3.464,0.056,0.081,16.304,0.625,-1.552,1,HR,MERS,0.109,0.578,0.77
6125,4.575,3.629,2.519,1.712,0.807,0.32,1.24,2.703,0.298,0.076,19.842,0.102,-1.072,1,HR,MERS,0.118,2.056,2.863
6126,3.026,2.475,1.763,1.163,0.6,0.34,1.667,2.656,0.226,0.077,21.175,0.106,-1.322,1,HR,MERS,0.128,1.263,1.863
6127,1.366,0.943,0.571,0.296,0.275,0.481,3.636,3.334,0.083,0.103,15.875,0.499,-1.19,1,HR,MERS,0.144,0.795,1.07
6128,1.048,0.85,0.599,0.345,0.255,0.425,3.925,2.778,0.092,0.083,21.015,0.218,-1.465,1,HR,MERS,0.153,0.449,0.704
6129,2.252,1.748,1.208,0.586,0.622,0.515,1.607,3.519,0.177,0.106,14.141,0.761,-2.366,1,HR,MERS,0.146,1.044,1.666
6130,3.696,2.671,1.633,1.103,0.531,0.325,1.885,3.303,0.161,0.085,16.629,0.361,-1.156,1,HR,MERS,0.098,2.062,2.593
6131,3.222,2.705,1.847,1.083,0.764,0.414,1.309,3.193,0.239,0.11,15.218,0.428,-2.074,1,HR,MERS,0.13,1.375,2.139
6132,2.706,2.191,1.622,1.003,0.619,0.381,1.616,2.781,0.222,0.122,19.4,0.37,-2.573,1,HR,MERS,0.137,1.084,1.703
6133,1.944,1.527,0.955,0.539,0.415,0.435,2.408,3.618,0.115,0.086,11.908,0.513,-1.262,1,HR,MERS,0.12,0.989,1.404
6134,4.558,3.663,2.422,1.463,0.959,0.396,1.043,2.933,0.327,0.126,18.997,0.433,-2.092,1,HR,MERS,0.135,2.136,3.094
6135,3.041,2.457,1.714,0.999,0.715,0.417,1.399,3.201,0.223,0.086,15.316,0.603,-2.313,1,HR,MERS,0.13,1.327,2.042
6136,4.273,3.034,1.871,1.174,0.697,0.372,1.435,3.344,0.208,0.116,17.139,0.426,-0.953,1,HR,MERS,0.111,2.402,3.099
6137,3.902,2.658,1.949,0.944,1.005,0.516,1,3.926,0.256,0.061,11.3,0.986,-1.669,1,HR,MERS,0.131,1.953,2.958
6138,1.723,1.29,0.954,0.472,0.483,0.506,2.072,3.279,0.147,0.061,17.547,0.121,-0.962,1,HR,MERS,0.154,0.769,1.252
6139,3.966,2.958,1.919,1.201,0.718,0.374,1.393,3.116,0.23,0.112,18.155,0.658,-2.147,1,HR,MERS,0.12,2.046,2.764
6140,4.194,3.114,2.047,1.097,0.949,0.464,1.053,3.704,0.256,0.07,15.057,0.16,-0.499,1,HR,MERS,0.125,2.148,3.097
6141,1.735,1.312,0.871,0.387,0.485,0.556,2.063,3.729,0.13,0.121,11.268,0.984,-1.925,1,HR,MERS,0.149,0.864,1.349
6142,1.187,0.795,0.529,0.321,0.209,0.394,4.794,3.653,0.057,0.127,16.82,0.676,-1.53,1,HR,MERS,0.108,0.658,0.866
6143,4.787,3.461,2.263,1.3,0.963,0.426,1.038,3.653,0.264,0.085,11.706,0.527,-0.941,1,HR,MERS,0.117,2.523,3.487
6144,1.731,1.343,0.817,0.504,0.314,0.384,3.185,3.073,0.102,0.082,17.228,0.148,-0.712,1,HR,MERS,0.125,0.913,1.227
6145,4.859,3.961,2.733,1.497,1.236,0.452,1,3.116,0.397,0.108,16.123,0.7,-2.698,1,HR,MERS,0.145,2.127,3.363
6146,4.78,3.108,1.873,1.245,0.627,0.335,1.594,3.499,0.179,0.162,17.503,0.524,-0.789,1,HR,MERS,0.096,2.907,3.534
6147,4.393,3.311,2.263,1.164,1.099,0.486,1,3.726,0.295,0.092,12.151,0.567,-1.351,1,HR,MERS,0.13,2.13,3.229
6148,1.457,1.032,0.657,0.384,0.273,0.416,3.658,3.123,0.088,0.122,16.884,0.528,-1.225,1,HR,MERS,0.133,0.799,1.073
6149,4.852,3.124,2.052,1.063,0.989,0.482,1.011,4.072,0.243,0.107,10.796,0.414,-0.372,1,HR,MERS,0.118,2.8,3.789
6150,2.956,2.013,1.362,0.716,0.646,0.474,1.548,3.904,0.165,0.069,10.912,0.467,-0.634,1,HR,MERS,0.121,1.594,2.24
6151,3.412,2.739,1.829,1.007,0.821,0.449,1.218,3.455,0.238,0.079,15.933,0.502,-1.929,1,HR,MERS,0.13,1.584,2.405
6152,4.179,2.927,1.77,1.238,0.532,0.301,1.88,3.339,0.159,0.109,16.646,0.474,-0.9,1,HR,MERS,0.09,2.409,2.941
6153,1.291,0.959,0.692,0.388,0.303,0.439,3.295,3.931,0.077,0.127,10.017,0.241,-0.548,1,HR,MERS,0.112,0.599,0.903
6154,2.093,1.795,1.307,0.729,0.578,0.442,1.73,3.209,0.18,0.117,13.843,0.441,-2.221,1,HR,MERS,0.138,0.786,1.364
6155,3.449,2.211,1.339,0.758,0.58,0.434,1.723,3.944,0.147,0.098,11.71,0.503,-0.477,1,HR,MERS,0.11,2.11,2.691
6156,4.827,4.017,2.783,1.521,1.261,0.453,1,3.101,0.407,0.088,14.65,0.395,-1.821,1,HR,MERS,0.146,2.044,3.305
6157,1.191,0.909,0.604,0.421,0.182,0.302,5.481,3.081,0.059,0.074,15.29,0.041,-0.429,1,HR,MERS,0.098,0.587,0.769
6158,4.69,3.507,2.345,1.323,1.022,0.436,1,3.418,0.299,0.072,15.087,0.668,-1.906,1,HR,MERS,0.128,2.345,3.367
6159,2.07,1.621,1.064,0.648,0.415,0.39,2.409,3.225,0.129,0.088,17.394,0.151,-0.891,1,HR,MERS,0.121,1.006,1.421
6160,1.793,1.296,0.852,0.578,0.275,0.322,3.64,3.007,0.091,0.074,18.396,0.318,-1.309,1,HR,MERS,0.107,0.941,1.215
6161,3.23,2.502,1.573,0.887,0.686,0.436,1.458,3.358,0.204,0.083,15.047,0.193,-0.682,1,HR,MERS,0.13,1.657,2.343
6162,3.613,3.003,2.261,1.18,1.081,0.478,1,3.12,0.346,0.117,14.286,0.092,-1.199,1,HR,MERS,0.153,1.353,2.433
6163,3.124,2.277,1.395,0.973,0.423,0.303,2.367,3.049,0.139,0.095,19.227,0.26,-0.933,1,HR,MERS,0.099,1.729,2.152
6164,4.833,3.649,2.421,1.328,1.093,0.451,1,3.525,0.31,0.068,14.827,0.678,-2.048,1,HR,MERS,0.128,2.412,3.505
6165,3.228,2.563,1.741,1.044,0.697,0.4,1.434,3.282,0.212,0.08,16.597,0.296,-1.484,1,HR,MERS,0.122,1.487,2.184
6166,1.606,1.209,0.811,0.478,0.333,0.411,3.001,3.009,0.111,0.084,16.481,0.628,-1.933,1,HR,MERS,0.137,0.794,1.128
6167,3.867,3.091,2.057,1.323,0.734,0.357,1.362,3.189,0.23,0.09,19.096,0.392,-1.975,1,HR,MERS,0.112,1.81,2.544
6168,1.046,0.907,0.612,0.299,0.313,0.512,3.194,3.508,0.089,0.113,12.276,0.113,-0.929,1,HR,MERS,0.146,0.434,0.747
6169,1.002,0.804,0.621,0.308,0.312,0.503,3.201,3.042,0.103,0.085,18.636,0.21,-1.461,1,HR,MERS,0.165,0.381,0.694
6170,3.461,2.779,1.775,1.07,0.705,0.397,1.418,3.094,0.228,0.071,15.302,0.285,-1.226,1,HR,MERS,0.128,1.686,2.391
6171,3.717,2.267,1.405,0.907,0.498,0.354,2.01,3.889,0.128,0.139,16.758,0.533,-0.713,1,HR,MERS,0.091,2.313,2.81
6172,2.144,1.478,1.007,0.466,0.541,0.537,1.848,3.739,0.145,0.086,11.495,0.154,-0.225,1,HR,MERS,0.144,1.136,1.677
6173,4.605,3.673,2.594,1.42,1.174,0.453,1,3.377,0.348,0.095,14.692,0.099,-0.856,1,HR,MERS,0.134,2.011,3.185
6174,3.052,2.408,1.533,1.09,0.443,0.289,2.256,2.781,0.159,0.115,24.722,0.287,-1.855,1,HR,MERS,0.104,1.518,1.962
6175,3.773,2.763,1.644,1.011,0.633,0.385,1.579,3.316,0.191,0.11,17.692,0.377,-1.091,1,HR,MERS,0.116,2.129,2.762
6176,1.04,0.771,0.527,0.388,0.139,0.263,7.206,2.922,0.048,0.074,18.847,0.175,-1.173,1,HR,MERS,0.09,0.513,0.651
6177,4.904,3.95,2.863,1.807,1.057,0.369,1,3.129,0.338,0.089,18.912,0.145,-1.645,1,HR,MERS,0.118,2.041,3.098
6178,1.102,0.88,0.648,0.379,0.269,0.416,3.716,2.936,0.092,0.089,18.812,0.439,-2.507,1,HR,MERS,0.142,0.455,0.724
6179,1.948,1.376,0.919,0.58,0.338,0.368,2.955,3.374,0.1,0.09,16.337,0.651,-1.576,1,HR,MERS,0.109,1.03,1.368
6180,1.987,1.665,1.133,0.659,0.474,0.419,2.108,2.994,0.158,0.077,15.319,0.004,-0.688,1,HR,MERS,0.14,0.854,1.328
6181,3.591,2.933,2.083,1.11,0.973,0.467,1.028,3.298,0.295,0.097,14.106,0.418,-1.724,1,HR,MERS,0.142,1.508,2.481
6182,1.912,1.55,1.025,0.692,0.334,0.325,2.997,2.597,0.128,0.097,23.865,0.225,-1.792,1,HR,MERS,0.125,0.887,1.221
6183,3.881,2.925,1.763,1.033,0.73,0.414,1.37,3.375,0.216,0.089,15.928,0.548,-1.372,1,HR,MERS,0.123,2.119,2.849
6184,3.635,3.115,2.409,1.476,0.933,0.387,1.072,2.879,0.324,0.144,18.328,0.175,-2.314,1,HR,MERS,0.135,1.226,2.159
6185,4.687,3.724,2.645,1.4,1.245,0.471,1,3.385,0.368,0.073,16.708,0.131,-1.104,1,HR,MERS,0.139,2.042,3.287
6186,2.183,1.49,0.912,0.446,0.466,0.511,2.148,4.162,0.112,0.099,10.948,0.539,-0.679,1,HR,MERS,0.123,1.272,1.737
6187,2.635,2.021,1.381,0.863,0.518,0.375,1.93,3.015,0.172,0.076,18.362,0.188,-1.23,1,HR,MERS,0.124,1.254,1.772
6188,1.952,1.58,1.113,0.622,0.49,0.441,2.039,3.031,0.162,0.076,16.638,0.766,-2.815,1,HR,MERS,0.145,0.839,1.33
6189,3.604,2.88,2.111,1.061,1.051,0.498,1,3.553,0.296,0.131,13.825,0.355,-1.678,1,HR,MERS,0.14,1.493,2.544
6190,1.042,0.781,0.502,0.315,0.188,0.374,5.324,2.777,0.068,0.054,18.778,0.178,-1.401,1,HR,MERS,0.135,0.539,0.727
6191,3.466,2.958,1.957,1.223,0.735,0.375,1.361,2.917,0.252,0.085,18.062,0.399,-2.23,1,HR,MERS,0.129,1.509,2.244
6192,3.024,2.432,1.629,0.997,0.632,0.388,1.582,3.22,0.196,0.081,15.837,0.344,-1.763,1,HR,MERS,0.12,1.395,2.027
6193,1.188,0.906,0.598,0.326,0.271,0.454,3.684,3.089,0.088,0.08,16.496,0.723,-2.121,1,HR,MERS,0.147,0.59,0.862
6194,3.7,2.806,1.869,1.113,0.755,0.404,1.324,3.253,0.232,0.067,15.873,0.564,-1.727,1,HR,MERS,0.124,1.831,2.586
6195,1.354,1.111,0.761,0.403,0.358,0.471,2.79,3.131,0.114,0.067,16.76,0.182,-1.408,1,HR,MERS,0.15,0.593,0.951
6196,1.78,1.178,0.741,0.484,0.257,0.347,3.892,3.309,0.078,0.106,15.513,0.064,0.079,1,HR,MERS,0.105,1.039,1.296
6197,2.003,1.661,1.244,0.709,0.535,0.43,1.869,3.042,0.176,0.135,15.546,0.305,-1.909,1,HR,MERS,0.141,0.759,1.294
6198,4.251,3.333,2.263,1.158,1.105,0.488,1,3.581,0.309,0.129,11.878,0.3,-1.017,1,HR,MERS,0.136,1.988,3.093
6199,2.886,2.13,1.471,0.662,0.809,0.55,1.236,4.007,0.202,0.121,9.705,0.545,-0.916,1,HR,MERS,0.137,1.414,2.223
6200,2.909,2.187,1.491,0.785,0.706,0.473,1.416,3.529,0.2,0.077,12.638,0.569,-1.382,1,HR,MERS,0.134,1.418,2.124
6201,1.135,0.921,0.54,0.341,0.199,0.368,5.025,3.125,0.064,0.072,20.024,0.17,-1.079,1,HR,MERS,0.118,0.595,0.794
6202,1.308,1.01,0.699,0.353,0.346,0.495,2.889,3.702,0.093,0.064,14.926,0.464,-1.721,1,HR,MERS,0.134,0.609,0.955
6203,3.985,2.989,2.097,1.099,0.998,0.476,1.002,3.364,0.297,0.08,15.146,0.678,-1.99,1,HR,MERS,0.141,1.888,2.886
6204,4.833,3.925,2.964,1.949,1.015,0.342,1,2.754,0.368,0.099,20.777,0.072,-1.625,1,HR,MERS,0.124,1.869,2.884
6205,2.446,1.983,1.403,0.749,0.655,0.467,1.527,3.55,0.184,0.105,11.401,0.265,-1.098,1,HR,MERS,0.131,1.043,1.697
6206,4.618,3.906,2.926,1.849,1.077,0.368,1,2.647,0.407,0.103,19.949,0.161,-1.981,1,HR,MERS,0.139,1.692,2.768
6207,1.453,1.119,0.76,0.431,0.33,0.434,3.032,3.169,0.104,0.065,17.005,0.164,-1.026,1,HR,MERS,0.137,0.693,1.023
6208,2.948,2.207,1.414,0.862,0.552,0.391,1.81,3.518,0.157,0.093,14.873,0.112,-0.473,1,HR,MERS,0.111,1.534,2.086
6209,2.655,1.992,1.331,0.769,0.561,0.422,1.782,3.352,0.167,0.102,13.465,0.632,-1.729,1,HR,MERS,0.126,1.325,1.886
6210,1.854,1.575,1.074,0.737,0.337,0.314,2.964,2.568,0.131,0.08,25,0.217,-2.422,1,HR,MERS,0.122,0.78,1.117
6211,1.011,0.832,0.558,0.247,0.312,0.558,3.21,2.665,0.117,0.068,16.326,0.278,-1.55,1,HR,MERS,0.209,0.453,0.765
6212,1.999,1.478,1.02,0.622,0.399,0.391,2.509,3.535,0.113,0.064,14.148,0.411,-1.244,1,HR,MERS,0.111,0.979,1.378
6213,3.482,2.805,1.979,1.146,0.833,0.421,1.201,3.172,0.262,0.094,13.999,0.785,-2.588,1,HR,MERS,0.133,1.503,2.336
6214,2.667,2.12,1.511,0.795,0.716,0.474,1.396,3.21,0.223,0.084,15.011,0.675,-2.461,1,HR,MERS,0.148,1.156,1.872
6215,3.323,2.636,1.717,0.992,0.724,0.422,1.381,3.486,0.208,0.075,19.584,0.129,-0.954,1,HR,MERS,0.121,1.607,2.331
6216,3.222,2.656,1.882,1.149,0.733,0.389,1.365,2.89,0.254,0.069,20.789,0.215,-2.092,1,HR,MERS,0.135,1.34,2.073
6217,3.747,2.963,2.193,1.136,1.057,0.482,1,3.26,0.324,0.075,14.721,0.126,-0.971,1,HR,MERS,0.148,1.554,2.611
6218,1.875,1.574,1.157,0.718,0.439,0.38,2.276,2.938,0.15,0.119,15.144,0.737,-3.22,1,HR,MERS,0.129,0.718,1.158
6219,3.362,2.749,1.895,1.131,0.764,0.403,1.308,3.008,0.254,0.082,16.367,0.33,-1.873,1,HR,MERS,0.134,1.467,2.231
6220,1.111,0.874,0.548,0.327,0.221,0.403,4.524,3.212,0.069,0.083,16.85,0.156,-0.987,1,HR,MERS,0.125,0.563,0.784
6221,3.282,2.385,1.673,0.928,0.746,0.446,1.341,3.385,0.22,0.085,15.753,0.506,-1.506,1,HR,MERS,0.132,1.609,2.355
6222,2.631,2.17,1.553,0.946,0.608,0.391,1.645,2.974,0.204,0.09,15.746,0.495,-2.46,1,HR,MERS,0.132,1.078,1.686
6223,4.614,4.081,3.291,1.513,1.778,0.54,1,3.393,0.524,0.166,11.569,0.085,-1.377,1,HR,MERS,0.159,1.324,3.102
6224,2.226,1.562,1.146,0.626,0.52,0.453,1.925,3.743,0.139,0.1,11.549,0.134,-0.42,1,HR,MERS,0.121,1.08,1.6
6225,4.917,3.739,2.709,1.401,1.307,0.483,1,3.546,0.369,0.091,13.742,0.648,-1.907,1,HR,MERS,0.136,2.208,3.516
6226,4.003,3.117,2.181,1.48,0.701,0.321,1.427,2.916,0.24,0.105,19.131,0.483,-2.246,1,HR,MERS,0.11,1.822,2.523
6227,4.917,3.561,2.209,1.435,0.775,0.351,1.291,3.02,0.257,0.13,19.433,0.147,-0.635,1,HR,MERS,0.116,2.708,3.482
6228,1.354,1.035,0.648,0.406,0.242,0.374,4.128,2.698,0.09,0.11,20.697,0.395,-1.85,1,HR,MERS,0.139,0.706,0.949
6229,2.263,1.961,1.408,0.816,0.592,0.42,1.69,2.877,0.206,0.11,18.717,0.322,-2.456,1,HR,MERS,0.146,0.855,1.447
6230,1.806,1.439,0.942,0.596,0.346,0.367,2.89,2.921,0.118,0.05,19.692,0.304,-1.63,1,HR,MERS,0.126,0.864,1.21
6231,3.181,2.421,1.719,1.107,0.611,0.356,1.636,2.665,0.229,0.102,25,0.178,-1.636,1,HR,MERS,0.133,1.462,2.073
6232,2.878,2.143,1.217,0.871,0.347,0.285,2.886,3.314,0.105,0.094,18.477,0.181,-0.481,1,HR,MERS,0.086,1.66,2.007
6233,1.064,0.855,0.554,0.472,0.083,0.149,12.115,2.544,0.032,0.075,22.914,0.178,-1.936,1,HR,MERS,0.059,0.51,0.592
6234,4.046,3.163,1.972,1.091,0.881,0.447,1.136,3.347,0.263,0.071,14.333,0.425,-1.253,1,HR,MERS,0.133,2.074,2.954
6235,1.538,1.127,0.735,0.337,0.398,0.542,2.51,3.613,0.11,0.084,16.371,0.421,-1.419,1,HR,MERS,0.15,0.803,1.202
6236,1.143,0.887,0.586,0.369,0.217,0.371,4.601,3.141,0.069,0.063,15.043,0.038,-0.385,1,HR,MERS,0.118,0.556,0.774
6237,3.137,2.307,1.561,0.781,0.78,0.5,1.281,3.766,0.207,0.109,11.908,0.614,-1.351,1,HR,MERS,0.133,1.576,2.356
6238,1.893,1.429,0.881,0.56,0.321,0.364,3.116,3.415,0.094,0.082,15.832,0.321,-1.211,1,HR,MERS,0.107,1.012,1.333
6239,3.571,2.39,1.571,0.846,0.724,0.461,1.381,3.861,0.188,0.079,10.665,0.462,-0.6,1,HR,MERS,0.119,2,2.725
6240,1.025,0.771,0.516,0.29,0.226,0.437,4.43,3.743,0.06,0.072,13.146,0.079,-0.404,1,HR,MERS,0.117,0.509,0.734
6241,3.074,2.559,1.848,0.938,0.91,0.493,1.099,3.381,0.269,0.113,13.066,0.427,-1.856,1,HR,MERS,0.146,1.226,2.136
6242,3.402,2.725,1.955,0.99,0.965,0.494,1.036,3.356,0.288,0.091,13.638,0.42,-1.659,1,HR,MERS,0.147,1.447,2.412
6243,2.97,2.301,1.513,0.921,0.592,0.391,1.69,3.117,0.19,0.064,19.315,0.188,-1.113,1,HR,MERS,0.126,1.457,2.049
6244,4.176,3.322,2.383,1.304,1.079,0.453,1,3.433,0.314,0.098,14.47,0.679,-2.335,1,HR,MERS,0.132,1.792,2.872
6245,1.131,0.814,0.512,0.26,0.252,0.493,3.962,3.704,0.068,0.087,13.836,0.091,-0.199,1,HR,MERS,0.133,0.619,0.872
6246,2.908,2.313,1.408,0.974,0.434,0.308,2.304,3.058,0.142,0.082,18.181,0.303,-1.418,1,HR,MERS,0.101,1.5,1.934
6247,2.305,1.935,1.299,0.78,0.52,0.4,1.925,2.959,0.176,0.094,23.535,0.006,-1.055,1,HR,MERS,0.135,1.006,1.526
6248,4.75,2.954,1.798,1.005,0.793,0.441,1.262,3.894,0.204,0.102,11.375,0.426,-0.29,1,HR,MERS,0.113,2.952,3.745
6249,4.85,3.526,2.18,1.539,0.641,0.294,1.559,3.23,0.199,0.16,23.27,0.064,-0.269,1,HR,MERS,0.091,2.67,3.312
6250,3.316,2.515,1.668,0.917,0.751,0.45,1.331,3.482,0.216,0.089,14.699,0.677,-1.818,1,HR,MERS,0.129,1.648,2.399
6251,4.918,3.735,2.642,1.391,1.251,0.474,1,3.278,0.382,0.076,13.826,0.741,-2.097,1,HR,MERS,0.145,2.276,3.528
6252,2.162,1.785,1.271,0.69,0.581,0.457,1.722,3.111,0.187,0.092,17.313,0.084,-1.202,1,HR,MERS,0.147,0.891,1.472
6253,4.265,3.209,2.152,1.291,0.861,0.4,1.162,3.371,0.255,0.083,15.341,0.495,-1.55,1,HR,MERS,0.119,2.113,2.974
6254,4.739,3.359,2.013,1.27,0.743,0.369,1.346,3.406,0.218,0.08,14.848,0.659,-1.351,1,HR,MERS,0.108,2.726,3.469
6255,1.11,0.91,0.567,0.376,0.191,0.337,5.223,3.186,0.06,0.059,17.603,0.136,-1.043,1,HR,MERS,0.106,0.543,0.734
6256,3.733,3.179,2.241,1.153,1.087,0.485,1,3.24,0.336,0.117,16.131,0.314,-1.983,1,HR,MERS,0.15,1.492,2.58
6257,1.046,0.784,0.553,0.377,0.177,0.319,5.66,3.196,0.055,0.114,15.466,0.609,-1.598,1,HR,MERS,0.1,0.493,0.67
6258,2.357,1.773,1.059,0.765,0.295,0.278,3.393,2.949,0.1,0.166,21.838,0.419,-1.733,1,HR,MERS,0.094,1.298,1.592
6259,2.614,2.067,1.423,0.703,0.721,0.506,1.388,3.57,0.202,0.076,14.878,0.224,-1.099,1,HR,MERS,0.142,1.191,1.912
6260,3.337,2.617,1.899,1.122,0.777,0.409,1.286,3.18,0.244,0.1,14.531,0.591,-2.244,1,HR,MERS,0.129,1.438,2.215
6261,4.482,3.56,2.217,1.304,0.913,0.412,1.095,3.384,0.27,0.059,17.424,0.305,-1.314,1,HR,MERS,0.122,2.265,3.178
6262,2.683,1.923,1.257,0.706,0.551,0.438,1.814,3.516,0.157,0.078,13.856,0.126,-0.352,1,HR,MERS,0.125,1.426,1.977
6263,3.446,2.529,1.699,0.882,0.817,0.481,1.224,3.637,0.225,0.096,11.666,0.457,-1,1,HR,MERS,0.132,1.747,2.564
6264,4.595,3.872,2.931,1.696,1.235,0.421,1,2.958,0.418,0.099,16.718,0.186,-1.93,1,HR,MERS,0.142,1.663,2.899
6265,3.617,2.883,1.886,1.237,0.649,0.344,1.54,2.859,0.227,0.073,20.622,0.144,-1.202,1,HR,MERS,0.12,1.731,2.38
6266,3.044,2.181,1.52,0.758,0.762,0.502,1.312,3.766,0.202,0.078,11.332,0.961,-1.852,1,HR,MERS,0.133,1.524,2.286
6267,3.801,3.077,2.107,1.237,0.869,0.413,1.15,2.949,0.295,0.089,19.485,0.322,-2.048,1,HR,MERS,0.14,1.694,2.563
6268,1.041,0.861,0.565,0.361,0.204,0.361,4.895,2.738,0.075,0.054,19.601,0.108,-1.434,1,HR,MERS,0.132,0.476,0.68
6269,2.497,1.863,1.291,0.754,0.536,0.416,1.865,3.183,0.168,0.091,16.833,0.789,-2.547,1,HR,MERS,0.131,1.206,1.742
6270,1.399,1.127,0.742,0.395,0.347,0.467,2.884,3.153,0.11,0.06,17.451,0.45,-2.058,1,HR,MERS,0.148,0.657,1.004
6271,2.828,2.201,1.514,0.873,0.641,0.423,1.561,3.291,0.195,0.092,16.806,0.376,-1.59,1,HR,MERS,0.129,1.314,1.955
6272,1.233,0.926,0.605,0.255,0.35,0.578,2.858,3.719,0.094,0.084,11.971,0.509,-1.164,1,HR,MERS,0.156,0.628,0.978
