,R_0,R_hsb,R_s,R_q,Abs_Benefit,Rel_Benefit,NNQ,obs_to_iso_q,Abs_Benefit_per_Qday,ks,d_inf,pi_t_triangle_center,T_lat_offset,dispersion,Setting,disease,Rel_Benefit_per_Qday,R0_Rs,R0_Rq
307,4.596,2.369,1.189,1.068,0.121,0.102,8.287,7.264,0.017,0.068,10,0,0.816,1,HR,Ebola,0.014,3.407,3.528
308,1.975,0.957,0.463,0.461,0.002,0.005,431.277,6.891,0,0.073,10,0,0.892,1,HR,Ebola,0.001,1.512,1.515
309,4.236,2.775,1.489,0.997,0.491,0.33,2.035,6.767,0.073,0.092,15.223,0.1,0.176,1,HR,Ebola,0.049,2.747,3.239
310,2.898,1.877,1.131,0.619,0.512,0.453,1.953,7.132,0.072,0.061,12.82,0,0.231,1,HR,Ebola,0.063,1.767,2.279
311,4.703,3.113,1.919,1.131,0.787,0.41,1.27,6.946,0.113,0.059,13.328,0.093,0.095,1,HR,Ebola,0.059,2.785,3.572
312,4.8,2.829,1.531,1.081,0.449,0.293,2.226,7.334,0.061,0.052,11.586,0.339,0.111,1,HR,Ebola,0.04,3.27,3.719
313,4.76,2.727,1.536,1.091,0.445,0.29,2.246,6.995,0.064,0.063,11.728,0.025,0.614,1,HR,Ebola,0.041,3.224,3.669
314,4.755,2.564,1.354,1.097,0.257,0.19,3.896,7.101,0.036,0.071,10.122,0.038,0.678,1,HR,Ebola,0.027,3.401,3.657
315,1.524,0.936,0.416,0.334,0.081,0.195,12.318,7.186,0.011,0.078,15.481,0.185,0.189,1,HR,Ebola,0.027,1.109,1.19
316,1.216,0.777,0.342,0.27,0.072,0.21,13.926,8.265,0.009,0.083,13.6,0.322,0.104,1,HR,Ebola,0.025,0.874,0.946
317,4.298,2.129,1.021,0.995,0.026,0.025,38.606,7.243,0.004,0.065,10,0.025,1.024,1,HR,Ebola,0.004,3.277,3.303
318,3.26,1.865,0.938,0.698,0.24,0.256,4.167,7.19,0.033,0.069,12.244,0.305,0.157,1,HR,Ebola,0.036,2.323,2.562
319,4.326,2.802,1.575,1.015,0.56,0.356,1.785,6.772,0.083,0.054,13.352,0.115,0.178,1,HR,Ebola,0.053,2.75,3.31
320,4.694,2.457,1.373,1.055,0.319,0.232,3.138,7.157,0.045,0.07,10.469,0.453,0.225,1,HR,Ebola,0.032,3.321,3.639
321,3.84,2.213,1.292,0.844,0.448,0.347,2.233,7.01,0.064,0.063,11.246,0,0.526,1,HR,Ebola,0.049,2.548,2.996
322,1.071,0.707,0.474,0.155,0.319,0.673,3.133,6.554,0.049,0.096,14.449,0.129,0.153,1,HR,Ebola,0.103,0.597,0.916
323,4.173,2.797,1.732,1.071,0.661,0.382,1.512,6.903,0.096,0.073,17.421,0.05,0.044,1,HR,Ebola,0.055,2.441,3.103
324,2.831,1.643,0.947,0.646,0.3,0.317,3.332,7.278,0.041,0.048,10.136,0,0.611,1,HR,Ebola,0.044,1.884,2.185
325,4.075,1.706,0.835,0.869,-0.033,-0.04,1,7.526,-0.004,0.086,10,0.245,0.944,1,HR,Ebola,-0.005,3.24,3.207
326,1.036,0.543,0.286,0.237,0.05,0.173,20.165,6.177,0.008,0.069,16.229,0.021,0.722,1,HR,Ebola,0.028,0.75,0.799
327,2.284,1.095,0.467,0.462,0.005,0.011,186.655,7.06,0.001,0.078,10.194,0,1.023,1,HR,Ebola,0.002,1.817,1.823
328,4.76,3.243,1.994,1.103,0.891,0.447,1.122,7.144,0.125,0.06,13.737,0.013,0.147,1,HR,Ebola,0.063,2.766,3.657
329,4.955,3.005,1.635,1.207,0.428,0.262,2.336,6.936,0.062,0.079,13.788,0.112,0.33,1,HR,Ebola,0.038,3.32,3.748
330,3.097,1.705,1.005,0.693,0.313,0.311,3.199,6.95,0.045,0.045,12.078,0.258,0.235,1,HR,Ebola,0.045,2.091,2.404
331,1.202,0.71,0.53,0.293,0.237,0.448,4.212,6.768,0.035,0.068,13.773,0.028,0.332,1,HR,Ebola,0.066,0.672,0.909
332,2.319,1.014,0.503,0.395,0.108,0.215,9.228,7.752,0.014,0.094,10.15,0.276,0.879,1,HR,Ebola,0.028,1.816,1.924
333,1.205,0.716,0.415,0.278,0.137,0.331,7.283,7.233,0.019,0.076,12.584,0.214,0.165,1,HR,Ebola,0.046,0.791,0.928
334,1.795,1.186,0.656,0.403,0.253,0.386,3.953,7.327,0.035,0.073,13.48,0.159,0.141,1,HR,Ebola,0.053,1.139,1.392
335,1.275,0.772,0.577,0.317,0.261,0.452,3.834,6.82,0.038,0.088,10.746,0.079,0.117,1,HR,Ebola,0.066,0.697,0.958
336,2.181,1.448,0.804,0.545,0.259,0.322,3.863,6.589,0.039,0.081,15.747,0.115,0.043,1,HR,Ebola,0.049,1.376,1.635
337,3.813,2.426,1.375,0.96,0.415,0.302,2.409,6.754,0.061,0.057,15.083,0.191,0,1,HR,Ebola,0.045,2.438,2.853
338,2.562,1.592,0.854,0.654,0.199,0.234,5.014,7.015,0.028,0.077,14.317,0.123,0.258,1,HR,Ebola,0.033,1.708,1.907
339,2.855,1.533,0.824,0.658,0.166,0.201,6.025,6.882,0.024,0.06,10.586,0,0.686,1,HR,Ebola,0.029,2.031,2.196
340,4.065,2.389,1.407,0.893,0.514,0.365,1.944,6.994,0.074,0.081,12.826,0,0.543,1,HR,Ebola,0.052,2.658,3.172
341,2.257,1.421,0.867,0.607,0.26,0.3,3.848,6.945,0.037,0.057,12.153,0.104,0.125,1,HR,Ebola,0.043,1.39,1.65
342,4.223,2.163,1.154,0.858,0.296,0.256,3.383,7.515,0.039,0.07,10,0.412,0.272,1,HR,Ebola,0.034,3.069,3.365
343,4.944,2.935,1.54,1.165,0.375,0.244,2.664,6.9,0.054,0.08,14.308,0.218,0.2,1,HR,Ebola,0.035,3.404,3.78
344,1.214,0.787,0.434,0.262,0.171,0.395,5.844,5.613,0.03,0.06,15.438,0.069,0.095,1,HR,Ebola,0.07,0.781,0.952
345,2.245,1.288,0.784,0.457,0.327,0.417,3.059,7.135,0.046,0.06,11.849,0,0.574,1,HR,Ebola,0.058,1.461,1.788
346,2.756,1.868,1.315,0.71,0.604,0.46,1.655,6.759,0.089,0.075,11.227,0.033,0.032,1,HR,Ebola,0.068,1.442,2.046
347,1.321,0.735,0.312,0.256,0.056,0.18,17.741,7.508,0.008,0.066,10.83,0.36,0.197,1,HR,Ebola,0.024,1.009,1.065
348,1.5,0.754,0.382,0.333,0.049,0.127,20.58,6.407,0.008,0.066,10.077,0.275,0.495,1,HR,Ebola,0.02,1.118,1.166
349,2.738,1.687,1.158,0.668,0.49,0.423,2.04,7.203,0.068,0.077,10.029,0.004,0.338,1,HR,Ebola,0.059,1.58,2.071
350,1.24,0.655,0.348,0.28,0.068,0.196,14.613,7.089,0.01,0.096,12.493,0.306,0.373,1,HR,Ebola,0.028,0.891,0.96
351,4.958,3.298,1.951,1.277,0.673,0.345,1.485,6.522,0.103,0.058,15.546,0.011,0.194,1,HR,Ebola,0.053,3.007,3.68
352,1.348,0.837,0.485,0.354,0.131,0.27,7.644,5.993,0.022,0.087,15.719,0.121,0.246,1,HR,Ebola,0.045,0.864,0.995
353,4.028,2.363,1.173,0.977,0.196,0.167,5.106,6.611,0.03,0.087,14.793,0.202,0.271,1,HR,Ebola,0.025,2.854,3.05
354,3.279,2.149,1.269,0.883,0.386,0.304,2.594,6.718,0.057,0.058,14.304,0.04,0.19,1,HR,Ebola,0.045,2.011,2.396
355,1.408,0.848,0.495,0.343,0.151,0.306,6.606,6.864,0.022,0.063,11.202,0.059,0.415,1,HR,Ebola,0.045,0.913,1.064
356,1.783,1.022,0.627,0.409,0.218,0.348,4.585,7.366,0.03,0.075,10.644,0.238,0.201,1,HR,Ebola,0.047,1.156,1.374
357,3.796,2.153,1.126,0.863,0.263,0.234,3.799,7.424,0.035,0.049,11.519,0,0.662,1,HR,Ebola,0.031,2.67,2.933
358,3.757,2.271,1.215,0.935,0.28,0.23,3.575,6.961,0.04,0.075,13.703,0.139,0.35,1,HR,Ebola,0.033,2.542,2.822
359,3.437,1.965,1.169,0.857,0.312,0.267,3.209,6.923,0.045,0.069,13.247,0.044,0.454,1,HR,Ebola,0.039,2.268,2.58
360,4.63,2.355,1.06,1.031,0.029,0.028,34.248,7.237,0.004,0.058,10.884,0,0.906,1,HR,Ebola,0.004,3.57,3.599
361,2.752,1.686,0.831,0.607,0.223,0.269,4.478,7.095,0.031,0.074,11.628,0.098,0.396,1,HR,Ebola,0.038,1.922,2.145
362,1.089,0.595,0.295,0.225,0.07,0.237,14.263,6.563,0.011,0.07,10,0.168,0.366,1,HR,Ebola,0.036,0.793,0.863
363,3.77,2.302,1.252,0.77,0.482,0.385,2.074,7.089,0.068,0.063,12.696,0.167,0.282,1,HR,Ebola,0.054,2.518,3
364,4.696,2.331,1.063,1.006,0.057,0.054,17.467,7.401,0.008,0.074,10.207,0.113,0.845,1,HR,Ebola,0.007,3.633,3.69
365,3.204,1.652,0.891,0.673,0.218,0.245,4.579,7.214,0.03,0.08,11.422,0.271,0.394,1,HR,Ebola,0.034,2.313,2.531
366,2.613,1.742,1.011,0.598,0.414,0.409,2.417,7.092,0.058,0.046,13.119,0.15,0,1,HR,Ebola,0.058,1.601,2.015
367,4.878,3.049,1.411,1.136,0.275,0.195,3.632,7.027,0.039,0.072,14.734,0.098,0.415,1,HR,Ebola,0.028,3.467,3.742
368,3.908,2.211,1.29,0.912,0.378,0.293,2.643,6.378,0.059,0.071,10.928,0.326,0.2,1,HR,Ebola,0.046,2.618,2.996
369,1.524,0.929,0.518,0.309,0.209,0.403,4.788,6.88,0.03,0.054,12.251,0.092,0.288,1,HR,Ebola,0.059,1.006,1.215
370,1.005,0.427,0.33,0.275,0.055,0.167,18.125,6.079,0.009,0.063,11.449,0.061,0.647,1,HR,Ebola,0.028,0.675,0.73
371,4.631,2.947,1.589,1.165,0.424,0.267,2.358,6.837,0.062,0.058,16.535,0.13,0.113,1,HR,Ebola,0.039,3.041,3.465
372,2.486,1.345,0.679,0.519,0.159,0.235,6.28,7.75,0.021,0.072,12.507,0.118,0.567,1,HR,Ebola,0.03,1.808,1.967
373,2.212,1.42,0.828,0.586,0.243,0.293,4.116,6.801,0.036,0.084,11.971,0.207,0,1,HR,Ebola,0.043,1.383,1.626
374,3.483,2.33,1.349,0.892,0.457,0.339,2.189,6.738,0.068,0.061,14.209,0.031,0.221,1,HR,Ebola,0.05,2.134,2.59
375,2.113,1.452,0.842,0.501,0.341,0.405,2.929,7.436,0.046,0.055,13.948,0.103,0.074,1,HR,Ebola,0.055,1.271,1.613
376,2.25,1.267,0.624,0.405,0.22,0.352,4.551,7.137,0.031,0.072,12.574,0.225,0.516,1,HR,Ebola,0.049,1.625,1.845
377,1.816,1.209,0.819,0.484,0.335,0.409,2.987,6.504,0.051,0.061,11.974,0.011,0.182,1,HR,Ebola,0.063,0.997,1.331
378,2.98,1.909,1.008,0.615,0.393,0.39,2.544,7.391,0.053,0.063,12.29,0.268,0.046,1,HR,Ebola,0.053,1.972,2.365
379,4.794,2.847,1.641,1.063,0.577,0.352,1.732,7.341,0.079,0.071,10.419,0.316,0.096,1,HR,Ebola,0.048,3.153,3.73
380,3.06,1.892,1.091,0.781,0.31,0.284,3.221,6.425,0.048,0.064,13.312,0.129,0.176,1,HR,Ebola,0.044,1.969,2.279
381,4.792,3.127,1.729,1.219,0.511,0.295,1.958,6.501,0.079,0.075,14.819,0.109,0.108,1,HR,Ebola,0.045,3.063,3.574
382,3.807,2.599,1.603,0.882,0.72,0.45,1.388,6.953,0.104,0.075,11.663,0.094,0.022,1,HR,Ebola,0.065,2.205,2.925
383,3.389,2.366,1.359,0.875,0.484,0.356,2.066,6.609,0.073,0.06,17.66,0.059,0.033,1,HR,Ebola,0.054,2.03,2.514
384,1.499,1.014,0.571,0.395,0.176,0.308,5.689,7.446,0.024,0.05,14.034,0.045,0.138,1,HR,Ebola,0.041,0.928,1.104
385,4.71,2.829,1.52,1.006,0.514,0.338,1.946,7.326,0.07,0.049,10.928,0.173,0.246,1,HR,Ebola,0.046,3.19,3.704
386,3.031,1.981,1.161,0.705,0.456,0.393,2.192,6.724,0.068,0.07,13.798,0.051,0.247,1,HR,Ebola,0.058,1.869,2.325
387,3.947,1.96,0.964,0.907,0.057,0.059,17.501,7.087,0.008,0.061,10,0.038,0.813,1,HR,Ebola,0.008,2.984,3.041
388,2.039,1.401,0.888,0.392,0.497,0.559,2.014,7.047,0.07,0.087,10.094,0.072,0.168,1,HR,Ebola,0.079,1.151,1.647
389,2.478,1.551,0.939,0.526,0.412,0.439,2.424,7.204,0.057,0.062,10.439,0.118,0.212,1,HR,Ebola,0.061,1.539,1.951
390,4.865,3.03,1.664,1.045,0.619,0.372,1.616,7.006,0.088,0.06,13.481,0.277,0.025,1,HR,Ebola,0.053,3.201,3.819
391,3.923,1.829,1.051,0.914,0.137,0.13,7.321,7.285,0.019,0.081,10.928,0.416,0.475,1,HR,Ebola,0.018,2.872,3.009
392,3.098,1.649,0.8,0.718,0.082,0.103,12.172,7.458,0.011,0.063,10.171,0.137,0.634,1,HR,Ebola,0.014,2.298,2.38
393,1.175,0.619,0.322,0.333,-0.011,-0.034,1,7.992,-0.001,0.086,10.653,0.244,0.578,1,HR,Ebola,-0.004,0.853,0.842
394,2.047,1.038,0.506,0.5,0.006,0.012,158.571,6.629,0.001,0.079,11.211,0.131,0.708,1,HR,Ebola,0.002,1.54,1.547
395,1.022,0.773,0.398,0.242,0.156,0.392,6.412,6.806,0.023,0.046,16.025,0.008,0.103,1,HR,Ebola,0.058,0.624,0.78
396,3.219,1.605,0.683,0.687,-0.004,-0.006,1,7.162,-0.001,0.077,10.615,0.093,1.015,1,HR,Ebola,-0.001,2.536,2.532
397,1.534,1.021,0.657,0.438,0.22,0.334,4.553,6.733,0.033,0.077,17.522,0.002,0.244,1,HR,Ebola,0.05,0.877,1.097
398,1.785,1.036,0.598,0.403,0.195,0.326,5.123,7.563,0.026,0.055,11.804,0.019,0.603,1,HR,Ebola,0.043,1.187,1.382
399,2.624,1.761,1.177,0.616,0.56,0.476,1.785,6.974,0.08,0.064,13.764,0.034,0,1,HR,Ebola,0.068,1.447,2.008
400,3.426,1.881,1.122,0.801,0.322,0.287,3.108,6.951,0.046,0.072,12.49,0.208,0.239,1,HR,Ebola,0.041,2.304,2.626
401,2.662,1.412,0.765,0.566,0.199,0.261,5.015,7.25,0.028,0.077,11.03,0.227,0.403,1,HR,Ebola,0.036,1.897,2.097
402,1.963,1.231,0.734,0.498,0.236,0.322,4.236,6.39,0.037,0.072,15.953,0,0.255,1,HR,Ebola,0.05,1.229,1.465
403,4.34,2.798,1.665,1.067,0.598,0.359,1.672,6.914,0.086,0.055,12.203,0.169,0,1,HR,Ebola,0.052,2.675,3.273
404,4.953,2.433,1.105,1.113,-0.008,-0.007,1,7.436,-0.001,0.061,10.371,0.092,0.865,1,HR,Ebola,-0.001,3.848,3.84
405,3.362,1.995,1.083,0.718,0.366,0.338,2.734,7.273,0.05,0.063,13.518,0.195,0.199,1,HR,Ebola,0.046,2.279,2.644
406,3.166,2.059,1.367,0.728,0.639,0.467,1.566,7.246,0.088,0.085,10.221,0.052,0.228,1,HR,Ebola,0.065,1.799,2.438
407,2.51,1.313,0.621,0.507,0.114,0.183,8.794,7.686,0.015,0.06,10,0.047,0.823,1,HR,Ebola,0.024,1.89,2.004
408,3.481,1.761,0.876,0.741,0.135,0.154,7.418,7.167,0.019,0.07,11.596,0.209,0.601,1,HR,Ebola,0.021,2.605,2.74
409,4.103,2.215,1.155,0.978,0.178,0.154,5.63,7.021,0.025,0.065,12.694,0.124,0.554,1,HR,Ebola,0.022,2.947,3.125
410,3.87,1.875,0.779,0.779,-0.001,-0.001,1,7.233,0.00E+00,0.092,11.451,0.157,0.854,1,HR,Ebola,0.00E+00,3.091,3.091
411,3.646,1.983,1.003,0.806,0.197,0.196,5.079,7.047,0.028,0.089,10,0.159,0.52,1,HR,Ebola,0.028,2.643,2.839
